city,tcac_code,sipsa_name,exito_name
Pereira,F118,"Carne de res, bola de pierna",Bola pierna res
Pereira,F100,"Carne de res, cadera",Cadera res
Pereira,N/A,"Carne de res, centro de pierna",Res pierna
Pereira,F099,"Carne de res, chatas",Chatas res
Pereira,N/A,"Carne de res, cogote","Carne de res, cogote"
Pereira,F107,"Carne de res, costilla",Costilla res
Pereira,F100,"Carne de res, falda",Falda res
Pereira,N/A,"Carne de res, lomo de brazo",Res brazo
Pereira,N/A,"Carne de res, lomo fino",Res lomo
Pereira,F098,"Carne de res, morrillo",Morrillo res
Pereira,F118,"Carne de res, muchacho",Muchacho res
Pereira,N/A,"Carne de res, paletero",Res paletero
Pereira,F100,"Carne de res, pecho",Pechho res
Pereira,F100,"Carne de res, punta de anca",Punta de anca res
Pereira,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Pereira,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Pereira,N/A,Cebolla cabezona roja,Cebolla cabezona roja
Pereira,N/A,Cebolla junca,Cebolla junca
Pereira,N/A,Cilantro,Cilantro
Pereira,C019,Coco,Coco
Pereira,B039,Coliflor,Coliflor
Pereira,N/A,Color (bolsita),Color
Pereira,C021,Curuba,Curuba
Pereira,B044,Espinaca,Espinaca
Pereira,C025,Fresa,Fresa
Pereira,N/A,Fríjol bolón,Fríjol bolón
Pereira,N/A,Fríjol cargamanto rojo,Fríjol cargamanto rojo
Pereira,N/A,Fríjol Uribe rosado,Fríjol
Pereira,N/A,Fríjol verde en vaina,Fríjol verde
Pereira,A027,Galletas saladas,Galletas saladas
Pereira,N/A,Garbanzo importado,Garbanzo importado
Pereira,K018,Gelatina,Gelatina
Pereira,C028,Granadilla,Granadilla
Pereira,C030,Guanábana,Guanábana
Pereira,N/A,Guayaba agria,Guayaba agria
Pereira,C032,Guayaba pera,Guayaba pera
Pereira,B052,Habichuela,Habichuela
Pereira,A040,Harina de trigo,Harina de trigo
Pereira,A034,Harina precocida de maíz,Harina precocida de maíz
Pereira,N/A,Huevo blanco A,Huevo A
Pereira,N/A,Huevo blanco AA,Huevo AA
Pereira,N/A,Huevo blanco B,Huevo blanco B
Pereira,N/A,Huevo blanco extra,Huevo blanco extra
Pereira,C042,Kiwi,Kiwi
Pereira,G008,Leche en polvo,Leche en polvo
Pereira,B059,Lechuga Batavia,Lechuga Batavia
Pereira,T026,Lenteja importada,Lenteja importada
Pereira,C044,Limón común,Limón común
Pereira,C044,Limón mandarino,Limón mandarino
Pereira,C044,Limón Tahití,Limón Tahití
Pereira,E003,Lomitos de atún en lata,Lomitos de atún en lata
Pereira,C045,Lulo,Lulo
Pereira,A044,Maíz amarillo trillado,Maíz amarillo trillado
Pereira,A046,Maíz blanco trillado,Maíz blanco trillado
Pereira,C050,Mandarina Oneco,Mandarina
Pereira,C051,Mango común,Mango
Pereira,N/A,Mango manzano,Mango manzano
Pereira,C052,Mango Tommy,Mango Tommy
Pereira,N/A,Mango Yulima,Mango Yulima
Pereira,C054,Manzana roja importada,Manzana roja importada
Pereira,C054,Manzana royal gala importada,Manzana royal
Pereira,C054,Manzana verde importada,Manzana verde importada
Pereira,C056,Maracuyá,Maracuyá
Pereira,D018,Margarina,Margarina
Pereira,C060,Melón Cantalup,Melón Cantalup
Pereira,C061,Mora de Castilla,Mora de Castilla
Pereira,C062,Naranja Sweet,Naranja Sweet
Pereira,N/A,Naranja Valencia,Naranja Valencia
Pereira,K033,Panela redonda morena,Panela redonda morena
Pereira,B074,Papa capira,Papa capira
Pereira,B071,Papa criolla limpia,Papa criolla lavada
Pereira,N/A,Papa nevada,Papa
Pereira,B074,Papa parda pastusa,Papa parda pastusa
Pereira,N/A,Papa rubí,Papa rubí
Pereira,B074,Papa única,Papa
Pereira,C065,Papaya Maradol,Papaya Maradol
Pereira,E043,Pargo rojo entero congelado,Pargo
Pereira,A072,Pastas alimenticias,Pastas alimenticias
Pereira,C079,Patilla,Sandía
Pereira,C079,Patilla baby,Patilla baby
Pereira,B077,Pepino cohombro,Pepino cohombro
Pereira,C071,Pera importada,Pera importada
Pereira,E002,Pescado cabezas,Pescado cabezas
Pereira,B080,Pimentón,Pimentón
Pereira,C072,Piña gold,Piña gold
Pereira,N/A,Pitahaya,Pitahaya
Pereira,N/A,Plátano dominico hartón maduro,Plátano maduro
Pereira,N/A,Plátano dominico hartón verde,Plátano verde
Pereira,N/A,Plátano hartón maduro,Plátano maduro
Pereira,B092,Plátano hartón verde,Plátano verde
Pereira,N/A,Remolacha,Remolacha
Pereira,B099,Repollo blanco,Repollo blanco
Pereira,N/A,Repollo blanco bogotano,Repollo
Pereira,L015,Sal yodada,Sal yodada
Pereira,E039,Sardinas en lata,Sardinas en lata
Pereira,E041,Sierra entera congelada,Sierra
Pereira,N/A,Tangelo,Tangelo
Pereira,E043,Tilapia roja entera congelada,Tilapia
Pereira,B103,Tomate chonto,Tomate chonto
Pereira,C082,Tomate de árbol,Tomate de árbol
Pereira,N/A,Tomate riñón valluno,Tomate chonto
Pereira,E047,Trucha en corte mariposa,Trucha en corte mariposa
Pereira,C085,Uva red globe nacional,Uva red globe nacional
Pereira,N/A,Uva roja,Uva roja
Pereira,B107,Yuca ICA,Yuca
Pereira,B110,Zanahoria bogotana,Zanahoria
Villavicencio,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Villavicencio,N/A,Acelga,Acelga
Villavicencio,C002,Aguacate papelillo,Aguacate papelillo
Villavicencio,N/A,Ahuyamín (Sakata),Ahuyamín (Sakata)
Villavicencio,N/A,Ajo,Ajo
Villavicencio,F069,Alas de pollo con costillar,Alas de pollo con costillar
Villavicencio,B014,Apio,Apio
Villavicencio,B015,Arracacha amarilla,Arracacha amarilla
Villavicencio,A010,Arroz de primera,Arroz de primera
Villavicencio,N/A,Arveja verde en vaina,Arveja verde en vaina
Villavicencio,T003,Arveja verde seca importada,Arveja
Villavicencio,A012,Avena en hojuelas,Avena en hojuelas
Villavicencio,A029,Avena molida,Avena molida
Villavicencio,K004,Azúcar morena,Azúcar morena
Villavicencio,N/A,Azúcar refinada,Azúcar refinada
Villavicencio,K003,Azúcar sulfitada,Azúcar sulfitada
Villavicencio,N/A,Bagre rayado en postas congelado,Bagre rayado en postas congelado
Villavicencio,C010,Banano criollo,Banano criollo
Villavicencio,N/A,Banano Urabá,Banano Urabá
Villavicencio,E007,"Basa, entero congelado importado",Basa
Villavicencio,N/A,Bocachico criollo fresco,Bocachico criollo fresco
Villavicencio,N/A,Bocadillo veleño,Bocadillo veleño
Villavicencio,N/A,Borojó,Borojó
Villavicencio,B025,Brócoli,Brócoli
Villavicencio,N/A,Cachama de cultivo fresca,Cachama de cultivo fresca
Villavicencio,L006,Café molido,Café molido
Villavicencio,N/A,Calabaza,Calabaza
Villavicencio,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Villavicencio,N/A,"Carne de cerdo, cabeza de lomo",Cerdo lomo
Villavicencio,F015,"Carne de cerdo, costilla",Costila cerdo
Villavicencio,N/A,"Carne de cerdo, pernil con hueso",Cerdo pernil
Villavicencio,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Villavicencio,F118,"Carne de res, bola de pierna",Bola pierna res
Villavicencio,N/A,"Carne de res, bota",Res bota
Villavicencio,F100,"Carne de res, cadera",Cadera res
Villavicencio,N/A,"Carne de res, centro de pierna",Res pierna
Villavicencio,F099,"Carne de res, chatas",Chatas res
Villavicencio,F107,"Carne de res, costilla",Costilla res
Villavicencio,N/A,"Carne de res, lomo fino",Res lomo
Villavicencio,F098,"Carne de res, morrillo",Morrillo res
Villavicencio,F118,"Carne de res, muchacho",Muchacho res
Villavicencio,N/A,"Carne de res, murillo",Res murillo
Villavicencio,F100,"Carne de res, punta de anca",Punta de anca res
Villavicencio,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Villavicencio,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Villavicencio,N/A,Cebolla junca,Cebolla junca
Villavicencio,N/A,Chocolate dulce,Chocolate dulce
Villavicencio,A053,Chócolo mazorca,Chócolo mazorca
Villavicencio,N/A,Cidra,Cidra
Villavicencio,N/A,Cilantro,Cilantro
Villavicencio,B039,Coliflor,Coliflor
Villavicencio,C021,Curuba,Curuba
Villavicencio,B044,Espinaca,Espinaca
Villavicencio,C025,Fresa,Fresa
Villavicencio,N/A,Fríjol bolón,Fríjol bolón
Villavicencio,N/A,Fríjol cargamanto rojo,Fríjol cargamanto rojo
Villavicencio,B046,Fríjol verde cargamanto,Fríjol verde
Villavicencio,A027,Galletas saladas,Galletas saladas
Villavicencio,N/A,Garbanzo importado,Garbanzo importado
Villavicencio,K018,Gelatina,Gelatina
Villavicencio,C028,Granadilla,Granadilla
Villavicencio,C030,Guanábana,Guanábana
Villavicencio,C032,Guayaba pera,Guayaba pera
Villavicencio,B052,Habichuela,Habichuela
Villavicencio,A040,Harina de trigo,Harina de trigo
Villavicencio,A034,Harina precocida de maíz,Harina precocida de maíz
Villavicencio,J004,Huevo rojo A,Huevo A
Villavicencio,J004,Huevo rojo AA,Huevo AA
Villavicencio,N/A,Huevo rojo B,Huevo rojo B
Villavicencio,J004,Huevo rojo extra,Huevo AAA
Villavicencio,K018,Jugo instantáneo (sobre),Refesco en polvo
Villavicencio,C042,Kiwi,Kiwi
Villavicencio,G008,Leche en polvo,Leche en polvo
Villavicencio,B059,Lechuga Batavia,Lechuga Batavia
Villavicencio,B060,Lechuga crespa verde,Lechuga crespa verde
Villavicencio,T026,Lenteja importada,Lenteja importada
Villavicencio,C044,Limón común,Limón común
Villavicencio,C044,Limón mandarino,Limón mandarino
Villavicencio,C044,Limón Tahití,Limón Tahití
Villavicencio,E003,Lomitos de atún en lata,Lomitos de atún en lata
Villavicencio,C045,Lulo,Lulo
Villavicencio,A046,Maíz blanco trillado,Maíz blanco trillado
Villavicencio,N/A,Maíz pira,Maíz pira
Villavicencio,C050,Mandarina Arrayana,Mandarina Arrayana
Villavicencio,C052,Mango Tommy,Mango Tommy
Villavicencio,C054,Manzana roja importada,Manzana roja importada
Villavicencio,C054,Manzana royal gala importada,Manzana royal
Villavicencio,C054,Manzana verde importada,Manzana verde importada
Villavicencio,C056,Maracuyá,Maracuyá
Villavicencio,D018,Margarina,Margarina
Villavicencio,D020,Mayonesa doy pack,Mayonesa doy pack
Villavicencio,C060,Melón Cantalup,Melón Cantalup
Villavicencio,N/A,Menudencias de pollo,Menudencias de pollo
Villavicencio,C061,Mora de Castilla,Mora de Castilla
Villavicencio,N/A,Muslos de pollo sin rabadilla,Muslos de pollo sin rabadilla
Villavicencio,N/A,Naranja Valencia,Naranja Valencia
Villavicencio,N/A,Panela cuadrada morena,Panela cuadrada morena
Villavicencio,B071,Papa criolla limpia,Papa criolla lavada
Villavicencio,N/A,Papa superior,Papa superior
Villavicencio,N/A,Papaya Paulina,Papaya Paulina
Villavicencio,N/A,Papaya tainung,Papaya tainung
Villavicencio,A072,Pastas alimenticias,Pastas alimenticias
Villavicencio,C079,Patilla,Sandía
Villavicencio,F085,Pechuga de pollo,Pechuga de pollo
Villavicencio,B077,Pepino cohombro,Pepino cohombro
Villavicencio,N/A,Pepino de rellenar,Pepino de rellenar
Villavicencio,C071,Pera importada,Pera importada
Villavicencio,N/A,Pera nacional,Pera nacional
Villavicencio,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Villavicencio,F091,Piernas de pollo,Piernas de pollo
Villavicencio,B080,Pimentón,Pimentón
Villavicencio,N/A,Pitahaya,Pitahaya
Villavicencio,N/A,Plátano guineo,Plátano guineo
Villavicencio,B092,Plátano hartón verde,Plátano verde
Villavicencio,N/A,Pollo entero fresco sin vísceras,Pollo entero fresco sin vísceras
Villavicencio,G017,Queso campesino,Queso campesino
Villavicencio,G018,Queso costeño,Queso costeño
Villavicencio,G016,Queso cuajada,Queso cuajada
Villavicencio,G021,Queso doble crema,Queso doble crema
Villavicencio,N/A,Remolacha,Remolacha
Villavicencio,B099,Repollo blanco,Repollo blanco
Villavicencio,L015,Sal yodada,Sal yodada
Villavicencio,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Villavicencio,E039,Sardinas en lata,Sardinas en lata
Villavicencio,N/A,Tangelo,Tangelo
Villavicencio,N/A,Tilapia roja entera fresca,Tilapia roja entera fresca
Villavicencio,B103,Tomate chonto,Tomate chonto
Villavicencio,C082,Tomate de árbol,Tomate de árbol
Villavicencio,C085,Uva importada,Uva importada
Villavicencio,C086,Uva Isabela,Uva Isabela
Villavicencio,C085,Uva red globe nacional,Uva red globe nacional
Villavicencio,N/A,Yuca llanera,Yuca llanera
Villavicencio,B110,Zanahoria,Zanahoria
