"Year","Month","City","Codigo_TCAC","Alimento","Precio_kg"
2023,12,"Pasto","C045","Lulo",2303
2023,12,"Pasto","C052","Mango Tommy",2253
2023,12,"Pasto","C054","Manzana royal gala importada",7045
2023,12,"Pasto","C054","Manzana verde importada",8212
2023,12,"Pasto","C056","Maracuyá",2678
2023,12,"Pasto","C060","Melón Cantalup",4167
2023,12,"Pasto",NA,"Menudencias de pollo",2750
2023,12,"Pasto","C061","Mora de Castilla",3367
2023,12,"Pasto","C062","Naranja Sweet",1179
2023,12,"Pasto",NA,"Panela cuadrada morena",3202
2023,12,"Pasto","B074","Papa capira",1737
2023,12,"Pasto","B071","Papa criolla sucia",1807
2023,12,"Pasto",NA,"Papa ICA-Huila",2088
2023,12,"Pasto",NA,"Papa Morasurco",1591
2023,12,"Pasto",NA,"Papa superior",1621
2023,12,"Pasto","B074","Papa única",1411
2023,12,"Pasto","C065","Papaya Maradol",1852
2023,12,"Pasto","C079","Patilla",2033
2023,12,"Pasto","F085","Pechuga de pollo",20063
2023,12,"Pasto","B077","Pepino cohombro",1112
2023,12,"Pasto","C071","Pera importada",7301
2023,12,"Pasto",NA,"Perejil",3121
2023,12,"Pasto","F091","Pierna pernil con rabadilla",9579
2023,12,"Pasto","B080","Pimentón",3072
2023,12,"Pasto",NA,"Plátano hartón verde ecuatoriano",1600
2023,12,"Pasto",NA,"Pollo entero fresco sin vísceras",11088
2023,12,"Pasto","B099","Repollo blanco",732
2023,12,"Pasto","L015","Sal yodada",1930
2023,12,"Pasto","E043","Tilapia roja entera congelada",14667
2023,12,"Pasto","C082","Tomate de árbol",2207
2023,12,"Pasto","B103","Tomate larga vida",2373
2023,12,"Pasto",NA,"Trucha entera fresca",17667
2023,12,"Pasto","P077","Ulluco",2504
2023,12,"Pasto","C086","Uva Isabela",3253
2023,12,"Pasto","C085","Uva red globe nacional",6075
2023,12,"Pasto","B107","Yuca ICA",1093
2023,12,"Pasto","B110","Zanahoria",746
2023,12,"Pereira","D013","Aceite vegetal mezcla",9105
2023,12,"Pereira",NA,"Acelga",2500
2023,12,"Pereira","C002","Aguacate papelillo",8970.5
2023,12,"Pereira","B006","Ahuyama",1628.5
2023,12,"Pereira",NA,"Ajo",8986
2023,12,"Pereira",NA,"Ajo importado",8943.5
2023,12,"Pereira","B014","Apio",1845.5
2023,12,"Pereira",NA,"Arracacha blanca",3095
2023,12,"Pereira","A010","Arroz de primera",4058
2023,12,"Pereira",NA,"Arveja enlatada",12203
2023,12,"Pereira",NA,"Arveja verde en vaina",5730
2023,12,"Pereira","T003","Arveja verde seca importada",4640
2023,12,"Pereira","A029","Avena molida",12875
2023,12,"Pereira",NA,"Azúcar refinada",4733
2023,12,"Pereira","E005","Bagre rayado entero congelado",31000
2023,12,"Pereira","C010","Banano criollo",1491.5
2023,12,"Pereira",NA,"Berenjena",2392
2023,12,"Pereira","E010","Bocachico importado congelado",11750
2023,12,"Pereira","B025","Brócoli",2358
2023,12,"Pereira","L006","Café molido",32018
2023,12,"Pereira",NA,"Camarón tití precocido seco",27250
2023,12,"Pereira","F008","Carne de cerdo, brazo sin hueso",20500
2023,12,"Pereira","F015","Carne de cerdo, costilla",21500
2023,12,"Pereira","F015","Carne de cerdo, espinazo",12750
2023,12,"Pereira","F019","Carne de cerdo, lomo sin hueso",24500
2023,12,"Pereira","F025","Carne de cerdo, pernil sin hueso",21500
2023,12,"Pereira",NA,"Carne de cerdo, tocino barriga",23500
2023,12,"Pereira","F029","Carne de cerdo, tocino papada",19500
2023,12,"Pereira","F118","Carne de res, bola de brazo",27500
2023,12,"Pereira","F118","Carne de res, bola de pierna",27500
2023,12,"Pereira","F100","Carne de res, cadera",27500
2023,12,"Pereira",NA,"Carne de res, centro de pierna",28000
2023,12,"Pereira","F099","Carne de res, chatas",34000
2023,12,"Pereira",NA,"Carne de res, cogote",22000
2023,12,"Pereira","F107","Carne de res, costilla",11250
2023,12,"Pereira","F100","Carne de res, falda",22000
2023,12,"Pereira",NA,"Carne de res, lomo de brazo",27500
2023,12,"Pereira",NA,"Carne de res, lomo fino",35750
2023,12,"Pereira","F098","Carne de res, morrillo",25000
2023,12,"Pereira","F118","Carne de res, muchacho",27500
2023,12,"Pereira",NA,"Carne de res, paletero",27375
2023,12,"Pereira","F100","Carne de res, pecho",24000
2023,12,"Pereira","F100","Carne de res, punta de anca",34000
2023,12,"Pereira","F098","Carne de res, sobrebarriga",25000
2023,12,"Pereira",NA,"Cebolla cabezona blanca",2013.5
2023,12,"Pereira",NA,"Cebolla cabezona roja",2001
2023,12,"Pereira",NA,"Cebolla junca",2114.5
2023,12,"Pereira",NA,"Cilantro",3078
2023,12,"Pereira","C019","Coco",5933
2023,12,"Pereira","B039","Coliflor",3386
2023,12,"Pereira",NA,"Color (bolsita)",28833
2023,12,"Pereira","C021","Curuba",2721
2023,12,"Pereira","B044","Espinaca",3523
2023,12,"Pereira","C025","Fresa",6800
2023,12,"Pereira",NA,"Fríjol bolón",11690
2023,12,"Pereira",NA,"Fríjol cargamanto rojo",9530
2023,12,"Pereira",NA,"Fríjol Uribe rosado",7580
2023,12,"Pereira",NA,"Fríjol verde en vaina",4857.5
2023,12,"Pereira","A027","Galletas saladas",18209
2023,12,"Pereira",NA,"Garbanzo importado",6890
2023,12,"Pereira","K018","Gelatina",41607
2023,12,"Pereira","C028","Granadilla",7550
2023,12,"Pereira","C030","Guanábana",4257
2023,12,"Pereira",NA,"Guayaba agria",2577.5
2023,12,"Pereira","C032","Guayaba pera",2263.5
2023,12,"Pereira","B052","Habichuela",2298.5
2023,12,"Pereira","A040","Harina de trigo",4487
2023,12,"Pereira","A034","Harina precocida de maíz",4226
2023,12,"Pereira",NA,"Huevo blanco A",558
2023,12,"Pereira",NA,"Huevo blanco AA",596
2023,12,"Pereira",NA,"Huevo blanco B",500
2023,12,"Pereira",NA,"Huevo blanco extra",642
2023,12,"Pereira","C042","Kiwi",16885
2023,12,"Pereira","G008","Leche en polvo",51055
2023,12,"Pereira","B059","Lechuga Batavia",2179.5
2023,12,"Pereira","T026","Lenteja importada",6970
2023,12,"Pereira","C044","Limón común",2090
2023,12,"Pereira","C044","Limón mandarino",2267
2023,12,"Pereira","C044","Limón Tahití",1618
2023,12,"Pereira","E003","Lomitos de atún en lata",38310
2023,12,"Pereira","C045","Lulo",3354.5
2023,12,"Pereira","A044","Maíz amarillo trillado",2464
2023,12,"Pereira","A046","Maíz blanco trillado",2479
2023,12,"Pereira","C050","Mandarina Oneco",2143.5
2023,12,"Pereira","C051","Mango común",1692.5
2023,12,"Pereira",NA,"Mango manzano",1379
2023,12,"Pereira","C052","Mango Tommy",2356.5
2023,12,"Pereira",NA,"Mango Yulima",1297.5
2023,12,"Pereira","C054","Manzana roja importada",8591
2023,12,"Pereira","C054","Manzana royal gala importada",7740
2023,12,"Pereira","C054","Manzana verde importada",10236
2023,12,"Pereira","C056","Maracuyá",3180.5
2023,12,"Pereira","D018","Margarina",20272
2023,12,"Pereira","C060","Melón Cantalup",4301
2023,12,"Pereira","C061","Mora de Castilla",5144
2023,12,"Pereira","C062","Naranja Sweet",1500
2023,12,"Pereira",NA,"Naranja Valencia",1431
2023,12,"Pereira","K033","Panela redonda morena",4811
2023,12,"Pereira","B074","Papa capira",1953.5
2023,12,"Pereira","B071","Papa criolla limpia",3484
2023,12,"Pereira",NA,"Papa nevada",3438
2023,12,"Pereira","B074","Papa parda pastusa",1475
2023,12,"Pereira",NA,"Papa rubí",1731.5
2023,12,"Pereira","B074","Papa única",1617.5
2023,12,"Pereira","C065","Papaya Maradol",1433.5
2023,12,"Pereira","E043","Pargo rojo entero congelado",45500
2023,12,"Pereira","A072","Pastas alimenticias",6852
2023,12,"Pereira","C079","Patilla",2001
2023,12,"Pereira","C079","Patilla baby",3045
2023,12,"Pereira","B077","Pepino cohombro",1085
2023,12,"Pereira","C071","Pera importada",8068
2023,12,"Pereira","E002","Pescado cabezas",3013
2023,12,"Pereira","B080","Pimentón",3366.5
2023,12,"Pereira","C072","Piña gold",4275
2023,12,"Pereira",NA,"Pitahaya",18833
2023,12,"Pereira",NA,"Plátano dominico hartón maduro",2102.5
2023,12,"Pereira",NA,"Plátano dominico hartón verde",2102.5
2023,12,"Pereira",NA,"Plátano hartón maduro",2102.5
2023,12,"Pereira","B092","Plátano hartón verde",2102.5
2023,12,"Pereira",NA,"Remolacha",1631
2023,12,"Pereira","B099","Repollo blanco",1214.5
2023,12,"Pereira",NA,"Repollo blanco bogotano",2179
2023,12,"Pereira","L015","Sal yodada",2043
2023,12,"Pereira","E039","Sardinas en lata",17554
2023,12,"Pereira","E041","Sierra entera congelada",20750
2023,12,"Pereira",NA,"Tangelo",2170
2023,12,"Pereira","E043","Tilapia roja entera congelada",14325
2023,12,"Pereira","B103","Tomate chonto",3738.5
2023,12,"Pereira","C082","Tomate de árbol",1902
2023,12,"Pereira",NA,"Tomate riñón valluno",5691
2023,12,"Pereira","E047","Trucha en corte mariposa",21563
2023,12,"Pereira","C085","Uva red globe nacional",7410
2023,12,"Pereira",NA,"Uva roja",16722
2023,12,"Pereira","B107","Yuca ICA",955.5
2023,12,"Pereira","B110","Zanahoria bogotana",1857.5
2023,12,"Villavicencio","D013","Aceite vegetal mezcla",10723
2023,12,"Villavicencio",NA,"Acelga",1983
2023,12,"Villavicencio","C002","Aguacate papelillo",10661
2023,12,"Villavicencio",NA,"Ahuyamín (Sakata)",2181
2023,12,"Villavicencio",NA,"Ajo",5792
2023,12,"Villavicencio","F069","Alas de pollo con costillar",7469
2023,12,"Villavicencio","B014","Apio",2017
2023,12,"Villavicencio","B015","Arracacha amarilla",3938
2023,12,"Villavicencio","A010","Arroz de primera",3920
2023,12,"Villavicencio",NA,"Arveja verde en vaina",5429
2023,12,"Villavicencio","T003","Arveja verde seca importada",4333
2023,12,"Villavicencio","A012","Avena en hojuelas",8761
2023,12,"Villavicencio","A029","Avena molida",11762
2023,12,"Villavicencio","K004","Azúcar morena",5450
2023,12,"Villavicencio",NA,"Azúcar refinada",5310
2023,12,"Villavicencio","K003","Azúcar sulfitada",5044
2023,12,"Villavicencio",NA,"Bagre rayado en postas congelado",29167
2023,12,"Villavicencio","C010","Banano criollo",2777
2023,12,"Villavicencio",NA,"Banano Urabá",1014
2023,12,"Villavicencio","E007","Basa, entero congelado importado",10383
2023,12,"Villavicencio",NA,"Bocachico criollo fresco",16750
2023,12,"Villavicencio",NA,"Bocadillo veleño",369
2023,12,"Villavicencio",NA,"Borojó",6865
2023,12,"Villavicencio","B025","Brócoli",1736
2023,12,"Villavicencio",NA,"Cachama de cultivo fresca",10283
2023,12,"Villavicencio","L006","Café molido",31612
2023,12,"Villavicencio",NA,"Calabaza",1219
2023,12,"Villavicencio","F008","Carne de cerdo, brazo sin hueso",18406
2023,12,"Villavicencio",NA,"Carne de cerdo, cabeza de lomo",18406
2023,12,"Villavicencio","F015","Carne de cerdo, costilla",18406
2023,12,"Villavicencio",NA,"Carne de cerdo, pernil con hueso",17738
2023,12,"Villavicencio","F025","Carne de cerdo, pernil sin hueso",18700
2023,12,"Villavicencio","F118","Carne de res, bola de pierna",24125
2023,12,"Villavicencio",NA,"Carne de res, bota",24125
2023,12,"Villavicencio","F100","Carne de res, cadera",24125
2023,12,"Villavicencio",NA,"Carne de res, centro de pierna",24125
2023,12,"Villavicencio","F099","Carne de res, chatas",26875
2023,12,"Villavicencio","F107","Carne de res, costilla",21813
2023,12,"Villavicencio",NA,"Carne de res, lomo fino",37000
2023,12,"Villavicencio","F098","Carne de res, morrillo",21563
2023,12,"Villavicencio","F118","Carne de res, muchacho",24125
2023,12,"Villavicencio",NA,"Carne de res, murillo",21625
2023,12,"Villavicencio","F100","Carne de res, punta de anca",25906
2023,12,"Villavicencio","F098","Carne de res, sobrebarriga",22250
2023,12,"Villavicencio",NA,"Cebolla cabezona blanca",1960
2023,12,"Villavicencio",NA,"Cebolla junca",2375
2023,12,"Villavicencio",NA,"Chocolate dulce",18268
2023,12,"Villavicencio","A053","Chócolo mazorca",1873
2023,12,"Villavicencio",NA,"Cidra",1202
2023,12,"Villavicencio",NA,"Cilantro",3973
2023,12,"Villavicencio","B039","Coliflor",3163
2023,12,"Villavicencio","C021","Curuba",1601
2023,12,"Villavicencio","B044","Espinaca",2942
2023,12,"Villavicencio","C025","Fresa",7519
2023,12,"Villavicencio",NA,"Fríjol bolón",11701
2023,12,"Villavicencio",NA,"Fríjol cargamanto rojo",10448
2023,12,"Villavicencio","B046","Fríjol verde cargamanto",4333
2023,12,"Villavicencio","A027","Galletas saladas",13860
2023,12,"Villavicencio",NA,"Garbanzo importado",7096
2023,12,"Villavicencio","K018","Gelatina",39794
2023,12,"Villavicencio","C028","Granadilla",6987
2023,12,"Villavicencio","C030","Guanábana",6335
2023,12,"Villavicencio","C032","Guayaba pera",1776
2023,12,"Villavicencio","B052","Habichuela",2076
2023,12,"Villavicencio","A040","Harina de trigo",3543
2023,12,"Villavicencio","A034","Harina precocida de maíz",3559
2023,12,"Villavicencio","J004","Huevo rojo A",500
2023,12,"Villavicencio","J004","Huevo rojo AA",525
2023,12,"Villavicencio",NA,"Huevo rojo B",471
2023,12,"Villavicencio","J004","Huevo rojo extra",560
2023,12,"Villavicencio","K018","Jugo instantáneo (sobre)",33785
2023,12,"Villavicencio","C042","Kiwi",15583
2023,12,"Villavicencio","G008","Leche en polvo",54146
2023,12,"Villavicencio","B059","Lechuga Batavia",2383
2023,12,"Villavicencio","B060","Lechuga crespa verde",8467
2023,12,"Villavicencio","T026","Lenteja importada",7251
2023,12,"Villavicencio","C044","Limón común",2163
2023,12,"Villavicencio","C044","Limón mandarino",3067
2023,12,"Villavicencio","C044","Limón Tahití",1993
2023,12,"Villavicencio","E003","Lomitos de atún en lata",36557
2023,12,"Villavicencio","C045","Lulo",3671
2023,12,"Villavicencio","A046","Maíz blanco trillado",2293
2023,12,"Villavicencio",NA,"Maíz pira",5371
2023,12,"Villavicencio","C050","Mandarina Arrayana",2003
2023,12,"Villavicencio","C052","Mango Tommy",2008
2023,12,"Villavicencio","C054","Manzana roja importada",8317
2023,12,"Villavicencio","C054","Manzana royal gala importada",7988
2023,12,"Villavicencio","C054","Manzana verde importada",9649
2023,12,"Villavicencio","C056","Maracuyá",2631
2023,12,"Villavicencio","D018","Margarina",13763
2023,12,"Villavicencio","D020","Mayonesa doy pack",18516
2023,12,"Villavicencio","C060","Melón Cantalup",3847
2023,12,"Villavicencio",NA,"Menudencias de pollo",2844
2023,12,"Villavicencio","C061","Mora de Castilla",6223
2023,12,"Villavicencio",NA,"Muslos de pollo sin rabadilla",11988
2023,12,"Villavicencio",NA,"Naranja Valencia",863
2023,12,"Villavicencio",NA,"Panela cuadrada morena",3935
2023,12,"Villavicencio","B071","Papa criolla limpia",3210
2023,12,"Villavicencio",NA,"Papa superior",1808
2023,12,"Villavicencio",NA,"Papaya Paulina",643
2023,12,"Villavicencio",NA,"Papaya tainung",643
2023,12,"Villavicencio","A072","Pastas alimenticias",8046
2023,12,"Villavicencio","C079","Patilla",2033
2023,12,"Villavicencio","F085","Pechuga de pollo",13025
2023,12,"Villavicencio","B077","Pepino cohombro",1175
2023,12,"Villavicencio",NA,"Pepino de rellenar",4646
2023,12,"Villavicencio","C071","Pera importada",7828
2023,12,"Villavicencio",NA,"Pera nacional",5503
2023,12,"Villavicencio","F091","Pierna pernil con rabadilla",9350
2023,12,"Villavicencio","F091","Piernas de pollo",11869
2023,12,"Villavicencio","B080","Pimentón",3090
2023,12,"Villavicencio",NA,"Pitahaya",19833
2023,12,"Villavicencio",NA,"Plátano guineo",1885
2023,12,"Villavicencio","B092","Plátano hartón verde",1970
2023,12,"Villavicencio",NA,"Pollo entero fresco sin vísceras",9994
2023,12,"Villavicencio","G017","Queso campesino",15813
2023,12,"Villavicencio","G018","Queso costeño",21125
2023,12,"Villavicencio","G016","Queso cuajada",18650
2023,12,"Villavicencio","G021","Queso doble crema",20600
2023,12,"Villavicencio",NA,"Remolacha",1356
2023,12,"Villavicencio","B099","Repollo blanco",2538
2023,12,"Villavicencio","L015","Sal yodada",2064
2023,12,"Villavicencio","L017","Salsa de tomate doy pack",18490
2023,12,"Villavicencio","E039","Sardinas en lata",17500
2023,12,"Villavicencio",NA,"Tangelo",2799
2023,12,"Villavicencio",NA,"Tilapia roja entera fresca",12717
2023,12,"Villavicencio","B103","Tomate chonto",3563
2023,12,"Villavicencio","C082","Tomate de árbol",2288
2023,12,"Villavicencio","C085","Uva importada",16010
2023,12,"Villavicencio","C086","Uva Isabela",4295
2023,12,"Villavicencio","C085","Uva red globe nacional",8050
2023,12,"Villavicencio",NA,"Yuca llanera",1287
2023,12,"Villavicencio","B110","Zanahoria",1707
